Posted,Title,Price,Deets,Address,URL
May 11,"CLOSEST OFF CAMPUS, DOUBLE BAY WINDOW, 2 BEDROOM APT.",$1750,"
                    2br -
                    960ft",Temple University,https://philadelphia.craigslist.org/apa/d/philadelphia-closest-off-campus-double/6886449925.html
May 11,"Leasing Now, Onsite Laundry Facility, Fitness Center",$2150,"
                    2br -
                    800ft",Bryn Mawr,https://philadelphia.craigslist.org/apa/d/bryn-mawr-leasing-now-onsite-laundry/6886449898.html
May 11,"Beautiful Apartment 2nd Floor, 3 Bedroom 1 Bathroom, Available Now",$1500,"
                    3br -
                ","Southampton, Chuchville, Richboro, Bucks county, PA",https://philadelphia.craigslist.org/apa/d/southampton-beautiful-apartment-2nd/6886449856.html
May 11,"Billiards/Poker Room, Doggie Stations, Private Patio/Balcony",$1585,"
                    1br -
                    737ft",,https://philadelphia.craigslist.org/apa/d/conshohocken-billiards-poker-room/6878238462.html
May 11,Beautiful 2 Bed 1 Bath Available For Immediate Move In! Call Now!,$1488,"
                    2br -
                    945ft",,https://philadelphia.craigslist.org/apa/d/west-chester-beautiful-2-bed-1-bath/6884468827.html
May 11,Rent To Own This Sweet Home,$560,N/A,,https://philadelphia.craigslist.org/apa/d/norristown-rent-to-own-this-sweet-home/6881872421.html
May 11,"Convenient Location, Hardwood Flooring, Cats and Dogs Okay",$1400,"
                    1br -
                    580ft",Bryn Mawr,https://philadelphia.craigslist.org/apa/d/bryn-mawr-convenient-location-hardwood/6886447764.html
May 11,"1 bedroom - Business center, Full size washer and dryer, Plank flooring",$1625,"
                    1br -
                    886ft",Garnet Valley,https://philadelphia.craigslist.org/apa/d/glen-mills-1-bedroom-business-center/6884886283.html
May 11,Beautiful 3 Bedroom 1.5 bath home on a quiet block in Manayunk.,$1100,"
                    3br -
                ",,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-3-bedroom-15/6886445849.html
May 11,"Professional, luxury living at its finest!",$2356,"
                    2br -
                    1149ft",Cherry Hill,https://philadelphia.craigslist.org/apa/d/cherry-hill-professional-luxury-living/6886445635.html
May 11,"Cardio and Weight Training, Patio or Balcony, Renovated Apartments...",$1195,"
                    1br -
                    816ft",Northeast Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-cardio-and-weight-training/6886444871.html
May 11,"Professionally Managed, Boutique Mid Rise, Newly Renovated",$2268,"
                    2br -
                ",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-professionally-managed/6886444566.html
May 11,"Tranquil Wooded Setting, Huge Floor Plan, Private Entry, Washer/Dryer!",$1850,"
                    3br -
                    1650ft","Lansdale, North Wales, Hatfield",https://philadelphia.craigslist.org/apa/d/colmar-tranquil-wooded-setting-huge/6886444569.html
May 11,"Convenient Location, 24 Hour Concierge, Washer Dryer Included",$2064,"
                    1br -
                    668ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-convenient-location-24/6886444300.html
May 11,"1 Bed 1 Bath - Comcast and Verizon Fios Available, Plush Carpeting",$1421,"
                    1br -
                    600ft",,https://philadelphia.craigslist.org/apa/d/west-chester-1-bed-1-bath-comcast-and/6874476741.html
May 11,Well Maintained home - New Kitchen Appliances,$1000,"
                    3br -
                ",East Greenville,https://philadelphia.craigslist.org/apa/d/barto-well-maintained-home-new-kitchen/6886401280.html
May 11,"Stainless Steel, Salt Water Pool, Pet Friendly",$1710,"
                    2br -
                    1020ft",,https://philadelphia.craigslist.org/apa/d/west-chester-stainless-steel-salt-water/6868050195.html
May 11,Beautiful House near Hospital,$1600,N/A,Bryn Mawr,https://philadelphia.craigslist.org/apa/d/wayne-beautiful-house-near-hospital/6886399164.html
May 11,"Tennis Court, Open Concept, Storage on Each Floor",$1420,"
                    1br -
                    748ft",Doylestown,https://philadelphia.craigslist.org/apa/d/doylestown-tennis-court-open-concept/6879666026.html
May 11,Huge 2 BR Apt available June 1st!,$1388,"
                    2br -
                    988ft",East Oak Lane,https://philadelphia.craigslist.org/apa/d/huge-2-br-apt-available-june-1st/6886438897.html
May 11,Nice 3 bedroom Duplex for Rent,$1400,"
                    3br -
                ",Langhorne,https://philadelphia.craigslist.org/apa/d/langhorne-nice-3-bedroom-duplex-for-rent/6886387355.html
May 11,"Stainless Steel Kitchen with Seperate Dining Area, Huge! 24 Hr Gym!",$1385,"
                    1br -
                ","Walk to restaurants,banking,shopping,schools",https://philadelphia.craigslist.org/apa/d/bala-cynwyd-stainless-steel-kitchen/6872895392.html
May 11,Elegant 2 bedroom Apartment ~ must See!,$1200,"
                    2br -
                ",Newtown Boro,https://philadelphia.craigslist.org/apa/d/newtown-elegant-2-bedroom-apartment/6886389447.html
May 11,"Lease Today, Pool and Sundeck, Patio or Balcony",$1260,"
                    1br -
                    690ft",Levittown,https://philadelphia.craigslist.org/apa/d/levittown-lease-today-pool-and-sundeck/6886434420.html
May 11,1br-1.5 BA in Society Hill w/ CC Skyview,$1845,"
                    1br -
                    825ft",Society Hill,https://philadelphia.craigslist.org/apa/d/philadelphia-1br-15-ba-in-society-hill/6886434301.html
May 11,Apt. W/Deck Gated Safe Building Laundry Only 4 Apts. In buildin,$1350,"
                    1br -
                ",1112 Pine St. (Washington Sq.West) Philly,https://philadelphia.craigslist.org/apa/d/philadelphia-apt-deck-gated-safe/6883474359.html
May 11,HUGE 1 BR Apt - AVAILABLE JUNE - FREE HEAT!,$1127,"
                    1br -
                    710ft",East Oak Lane,https://philadelphia.craigslist.org/apa/d/huge-1-br-apt-available-june-free-heat/6886433598.html
May 11,"Apt with backyard, all utils inc. and great location",$1300,"
                    1br -
                    900ft",E. York St,https://philadelphia.craigslist.org/apa/d/philadelphia-apt-with-backyard-all/6866315275.html
May 11,"Brand New, 1br/1ba near UPENN &USP , PAS School district Free WiFi",$1450,"
                    2br -
                    600ft",University city- cedar park,https://philadelphia.craigslist.org/apa/d/philadelphia-brand-new-1br-1ba-near/6886433274.html
May 11,1 BR Apt - Private Entry - AVAILABLE JUNE!,$1187,"
                    1br -
                    646ft",East Oak Lane,https://philadelphia.craigslist.org/apa/d/1-br-apt-private-entry-available-june/6886431560.html
May 11,"Charming New 2br/2ba near UPENN &USP, PAS School district, Free WiFi",$1900,"
                    2br -
                    900ft",University city- cedar park,https://philadelphia.craigslist.org/apa/d/philadelphia-charming-new-2br-2ba-near/6886431251.html
May 11,Spacious Apartment * FREE HEAT * Pool * ** Fitness Center,$895,"
                    369ft",East Oak Lane,https://philadelphia.craigslist.org/apa/d/spacious-apartment-free-heat-pool/6886431000.html
May 11,Fantastic 3 bedroom Farmhouse for Rent,$1500,"
                    3br -
                ",West Chester,https://philadelphia.craigslist.org/apa/d/west-chester-fantastic-3-bedroom/6886383810.html
May 11,Beautifully Updated 1 Bed Apt. Available June 1st!,$1695,"
                    1br -
                    675ft","1002 N 2nd St, Philadelphia, PA 19123 (Northern Liberties)",https://philadelphia.craigslist.org/apa/d/philadelphia-beautifully-updated-1-bed/6884472345.html
May 11,Spacious Apartment * FREE HEAT * Pool * ** Fitness Center,$850,"
                    369ft",East Oak Lane,https://philadelphia.craigslist.org/apa/d/spacious-apartment-free-heat-pool/6886430362.html
May 11,Beautifully Updated 3 Bed Apt. Available June 1st!,$2500,"
                    3br -
                    1100ft","1124 N 3rd Street #1 Philadelphia, PA 19123",https://philadelphia.craigslist.org/apa/d/philadelphia-beautifully-updated-3-bed/6884493678.html
May 11,Beautifully Updated 2 Bed Apt. Available NOW!,$1550,"
                    2br -
                    800ft","407 N 40th St, Philadelphia, PA 19104 (West Powelton)",https://philadelphia.craigslist.org/apa/d/philadelphia-beautifully-updated-2-bed/6884507933.html
May 11,Huge 1 BR Apt - * FREE HEAT *,$950,"
                    1br -
                    618ft",East Oak Lane,https://philadelphia.craigslist.org/apa/d/huge-1-br-apt-free-heat/6886430044.html
May 11,Nicely Updated 4 Bed Townhouse Available June 1st!,$2400,"
                    4br -
                    1800ft","5636 N Uber St, Philadelphia, PA 19141",https://philadelphia.craigslist.org/apa/d/philadelphia-nicely-updated-4-bed/6884528766.html
May 11,GREAT PRICE!  Huge 2 BR Apt - * AVAILABLE NOW *,$1061,"
                    1br -
                    732ft",East Oak Lane,https://philadelphia.craigslist.org/apa/d/great-price-huge-2-br-apt-available-now/6886429705.html
May 11,All Utilities included! 1bed/1bath apartment for rent,$620,"
                    1br -
                ",15 N Hirst St,https://philadelphia.craigslist.org/apa/d/philadelphia-all-utilities-included/6879664478.html
May 11,1Bed 1 Bath Balcony Space,$1950,"
                    1br -
                ",320 Walnut Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1-bath-balcony-space/6884719547.html
May 11,1bd 1bath Balcony Space rent special $1950,$1950,"
                    1br -
                ",320 Walnut Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1bath-balcony-space/6884719342.html
May 11,1bd 1bath modern style beautiful brownstones,$1850,"
                    1br -
                ",510 Spruce Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1bath-modern-style/6884719110.html
May 11,"1bed 1 bath  Spacious, Rent Special high floor w\d in unit",$1600,"
                    1br -
                ",9 north 9th Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1-bath-spacious-rent/6884718905.html
May 11,1bd 1 ba Rent Special $1595 Nice High Ceilings HWD,$1595,"
                    1br -
                ",701 Sansom Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1-ba-rent-special-1595/6884719764.html
May 11,1bd 1 ba Rent Special $1495 Nice High Ceilings HWD,$1495,"
                    1br -
                ",116 S. 7th Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1-ba-rent-special-1495/6884723552.html
May 11,"1bed 1 bath Modern, Hwd Floors w\d in unit",$1600,"
                    1br -
                ",9 north 9th Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1-bath-modern-hwd/6884723806.html
May 11,1 BD 1.5BA Condo,$1630,"
                    1br -
                ",125 N. 4th Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bd-15ba-condo/6884724033.html
May 11,2 bed 2 bath Chancery lane Fireplace,$2015,"
                    2br -
                ",130 Arch Street,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bed-2-bath-chancery-lane/6884724369.html
May 11,Nice Spacious unit  Space No Pet fee,$2060,"
                    1br -
                ",320 Walnut Street,https://philadelphia.craigslist.org/apa/d/philadelphia-nice-spacious-unit-space/6884724618.html
May 11,1 bed 1 bath hwd floors w/d in unit,$1600,"
                    1br -
                ",9 n. 9th street,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bed-1-bath-hwd-floors-d/6884728019.html
May 11,1 bed 1 bath unit Balcony Space W/D,$1950,"
                    1br -
                ",320 Walnut Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bed-1-bath-unit-balcony/6884728436.html
May 11,1 BD 1 BA spacious unit hardwood floors,$1700,"
                    1br -
                ",9 n. 9th street,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bd-1-ba-spacious-unit/6884728901.html
May 11,1bd 1 ba Modern Rent Special Large living Space,$1820,"
                    1br -
                ",320 Walnut Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1-ba-modern-rent/6884729126.html
May 11,1bed 1bath Nice courtyard,$1425,"
                    1br -
                ",130 Arch Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1bath-nice-courtyard/6884729395.html
May 11,1bed 1bath Nice courtyard,$1525,"
                    1br -
                ",130 Arch Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1bath-nice-courtyard/6884732270.html
May 11,1bd 1 ba Modern Rent Special Large living Space,$1820,"
                    1br -
                ",320 Walnut Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1-ba-modern-rent/6884732499.html
May 11,1bd 1 Bath Largeiving Space,$1700,"
                    1br -
                ",9 north 9th Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1-bath-largeiving-space/6884732958.html
May 11,1bed 1 ba Antique Row Contemporary Unit,$1645,"
                    1br -
                ",924 Pine Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1-ba-antique-row/6884733283.html
May 11,1bd 1 ba $1700 Contemporary space,$1700,"
                    1br -
                ",727 Spruce Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1-ba-1700-contemporary/6884733523.html
May 11,1bd 1 ba Modern Rent Space,$1700,"
                    1br -
                ",9 north 9th Street,https://philadelphia.craigslist.org/apa/d/chester-heights-1bd-1-ba-modern-rent/6884855165.html
May 11,2bed 2 bath  hardwood floors /w/d,$2025,"
                    2br -
                ",9 N. 9th Street,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-2-bath-hardwood/6884855344.html
May 11,1bd 1 ba Rent Special $1595 Nice High Ceilings HWD,$1595,"
                    1br -
                ",701 Sansom Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1-ba-rent-special-1595/6884855586.html
May 11,1bd 1bath Spacious Modern,$1600,"
                    1br -
                ",9 north 9th,https://philadelphia.craigslist.org/apa/d/philadelphia-1bd-1bath-spacious-modern/6884855763.html
May 11,1br  bath Spacious W/D in unit,$1470,"
                    1br -
                ",9 n. 9th street,https://philadelphia.craigslist.org/apa/d/philadelphia-1br-bath-spacious-d-in-unit/6884856056.html
May 11,2 bed 2bath Sunroom Gratz Building,$2605,"
                    2br -
                ",532 Spruce Street,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bed-2bath-sunroom-gratz/6884857426.html
May 11,3bd 2bath modern style,$2520,"
                    3br -
                ",260 S 11th Street,https://philadelphia.craigslist.org/apa/d/philadelphia-3bd-2bath-modern-style/6884858078.html
May 11,Colonial Apartments Fireplace Balcony Space,$1920,"
                    1br -
                ",1100 Spruce Street,https://philadelphia.craigslist.org/apa/d/philadelphia-colonial-apartments/6884859175.html
May 11,1br 1 bath Antique Row Nice hwd Floors W/D,$1845,"
                    1br -
                ",406 S 9th Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1br-1-bath-antique-row/6884859648.html
May 11,Colonial Apartments Fireplace W/D in unit,$2010,"
                    1br -
                ",1100 Spruce Street,https://philadelphia.craigslist.org/apa/d/philadelphia-colonial-apartments/6884859906.html
May 11,2bd 1bath modern style beautiful brownstones,$1720,"
                    1br -
                ",727 Spruce Street,https://philadelphia.craigslist.org/apa/d/philadelphia-2bd-1bath-modern-style/6884861746.html
May 11,1 bed 1 bath Nice size unit Brownstones,$1390,"
                    1br -
                ",901 Clinton Street,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bed-1-bath-nice-size/6884857072.html
May 11,One Month Free & $500 Move in Credit! Gorgeous Large One Bed!,$2195,"
                    1br -
                ",Old City,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-500-move-in/6886418413.html
May 11,1 Bed 1 Bath- Public Transportation,$895,"
                    1br -
                    660ft",,https://philadelphia.craigslist.org/apa/d/hatboro-1-bed-1-bath-public/6884656740.html
May 11,Apartment Homes for Living! Metropolitan Narberth Station,$2195,"
                    3br -
                    1225ft",Narberth,https://philadelphia.craigslist.org/apa/d/merion-station-apartment-homes-for/6868086062.html
May 11,2BED UNIT $1080 KING OF PRUSSIA,$1080,"
                    2br -
                ",19406,https://philadelphia.craigslist.org/apa/d/king-of-prussia-2bed-unit-1080-king-of/6881792756.html
May 11,Spectacular Unit with Large Balcony~ ONE FREE MONTH & more..,$2545,"
                    1br -
                ",Old City,https://philadelphia.craigslist.org/apa/d/philadelphia-spectacular-unit-with/6886419271.html
May 11,Big charming apartment for you and your pets,$800,"
                    1br -
                ",Chestnut Hill,https://philadelphia.craigslist.org/apa/d/philadelphia-big-charming-apartment-for/6886384666.html
May 11,"1 bedroom - Yoga, Pilates and stretching area, Movie Theatre, Lap Pool",$1879,"
                    1br -
                    1095ft",,https://philadelphia.craigslist.org/apa/d/paoli-1-bedroom-yoga-pilates-and/6884877128.html
May 11,"1 Bed 1 Bath - Planned Social Events, Fitness Center",$1320,"
                    1br -
                    814ft",,https://philadelphia.craigslist.org/apa/d/bensalem-1-bed-1-bath-planned-social/6886425648.html
May 11,Like new apartment - Enclosed Patio,$595,"
                    2br -
                ",Frankford,https://philadelphia.craigslist.org/apa/d/philadelphia-like-new-apartment/6886383747.html
May 11,Wonderful Apt! Dont Miss Out on a Free Month & more,$2470,"
                    1br -
                ",Old City,https://philadelphia.craigslist.org/apa/d/philadelphia-wonderful-apt-dont-miss/6886418643.html
May 11,"Come Look and Lease, Granite Counters, Patio Area, Move In Now",$1400,"
                    1br -
                    680ft",King of Prussia,https://philadelphia.craigslist.org/apa/d/wayne-come-look-and-lease-granite/6886424942.html
May 11,"1 Bed 1 Bath - Swimming Pool, Playground",$1320,"
                    1br -
                    814ft",,https://philadelphia.craigslist.org/apa/d/bensalem-1-bed-1-bath-swimming-pool/6886424538.html
May 11,"10 Minutes to the PA Turnpike, Separate Dining Area, Pet Friendly",$1050,"
                    1br -
                    715ft",Northeast Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-10-minutes-to-the-pa/6886424343.html
May 11,Newly renovated 2 Bedroom house,$900,"
                    2br -
                ",Kennet Square,https://philadelphia.craigslist.org/apa/d/immaculata-newly-renovated-2-bedroom/6886381768.html
May 11,ONE FREE MONTH on Brand New Large Unit w/ Outdoor Space!,$2255,"
                    1br -
                ",OLD CITY,https://philadelphia.craigslist.org/apa/d/philadelphia-one-free-month-on-brand/6886419041.html
May 11,"2 Bed 1.5 Bath - Community Grill and Picnic Area, Airbnb Friendly",$1415,"
                    2br -
                    1115ft",,https://philadelphia.craigslist.org/apa/d/westtown-2-bed-15-bath-community-grill/6880518506.html
May 11,2 Bedroom duplex Apartment available,$1050,"
                    2br -
                ",Morrisville,https://philadelphia.craigslist.org/apa/d/morrisville-2-bedroom-duplex-apartment/6886388706.html
May 11,"Sunny 2 Bedroom with High Ceilings, Fireplace Sunny, Spacious Apt. on",$2225,"
                    2br -
                    925ft",Fitler Square,https://philadelphia.craigslist.org/apa/d/philadelphia-sunny-2-bedroom-with-high/6886421926.html
May 11,Nice and clean... In the heart of where you want to be!,$2500,"
                    3br -
                    1760ft",Pennsport,https://philadelphia.craigslist.org/apa/d/philadelphia-nice-and-clean-in-the/6886421839.html
May 11,"lovely 3 bed, 2 bath townhome with GARAGE PARKING, finished basement",$3200,"
                    3br -
                    1088ft",Fitler Square Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-lovely-3-bed-2-bath/6877320665.html
May 11,"Spectacular Philadelphia Art Museum, Skuylkill River, and Fairmount Pa",$1600,"
                    1br -
                    772ft",Art Museum (Fairmo Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-spectacular-philadelphia/6877344606.html
May 11,ENJOY A FREE MONTH'S RENT & WAIVED application fee! We will UBER you t,$1775,"
                    1br -
                    680ft",Old City Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-enjoy-free-months-rent/6877321911.html
May 11,"This unique, four-level live/workspace in Old City gives you access to",$2600,"
                    3br -
                    2586ft",Old City Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-this-unique-four-level/6877357535.html
May 11,Bi-level 2 bedroom unit in Washington Square West neighborhood of vibr,$1880,"
                    2br -
                    900ft",Washington Sq West Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-bi-level-2-bedroom-unit-in/6877359255.html
May 11,"One of the best values in Center City. Secure entry, Gym, Bike room!",$1650,"
                    1br -
                    600ft",Rittenhouse Square Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-one-of-the-best-values-in/6877314262.html
May 11,"Sunny 2nd floor 2 bedroom apartment, fully renovated in 2012",$2000,"
                    2br -
                    1083ft",Fairmount Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-sunny-2nd-floor-2-bedroom/6877355476.html
May 11,"Spacious, immacualate, bi-level two bedroom apartment with windows on",$2095,"
                    2br -
                    1565ft",Graduate Hopsital Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-immacualate-bi/6877348119.html
May 11,"1 BEDROOM, 1.5 BATH CONDOMINIUM FOR RENT, IN OLD CITY!!!",$1710,"
                    1br -
                    733ft",Old City Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-15-bath/6877346470.html
May 11,"Spectacular Philadelphia Art Museum, Skuylkill River, and Fairmount Pa",$1600,"
                    1br -
                    772ft",Art Museum (Fairmo Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-spectacular-philadelphia/6877365362.html
May 11,Nice bi-level with first floor and basement 2B2B apartment attached,$1650,"
                    2br -
                ",Spring Arts Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-nice-bi-level-with-first/6877362022.html
May 11,This condominium has been completely renovated with impeccable taste!,$1650,"
                    1br -
                    807ft",Art Museum (Fairmo Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-this-condominium-has-been/6877367851.html
May 11,22 S Front Condo Unit! Floor to ceiling windows in all rooms with an o,$2800,"
                    2br -
                    1203ft",Old City Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-22-front-condo-unit-floor/6877376232.html
May 11,Beekman Place is a center city gem. All utilities included in rent and,$1675,"
                    1br -
                    600ft",Rittenhouse Square Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-beekman-place-is-center/6877296114.html
May 11,"Spacious, immacualate, bi-level two bedroom apartment with windows on",$2095,"
                    2br -
                    1565ft",Graduate Hopsital Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-immacualate-bi/6877372616.html
May 11,FOR A LIMITED TIME: ONE MONTH'S FREE RENT!!,$1880,"
                    1br -
                    744ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-for-limited-time-one/6877378780.html
May 11,"Secure entry, Gym, Bike room! Bright and sunny units with hardwood flo",$2320,"
                    2br -
                    900ft",Rittenhouse Square Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-secure-entry-gym-bike-room/6877317512.html
May 11,"The home features an open kitchen with ample cabinetry space, granite",$1650,"
                    497ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-the-home-features-an-open/6877369777.html
May 11,"A sun-filled, renovated home in Northern Liberties for rent.",$2000,"
                    3br -
                    1100ft",Northern Liberties Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-sun-filled-renovated-home/6877341740.html
May 11,Welcome to unit 2R at 1708 Pine Street in Rittenhouse Square,$1975,"
                    1br -
                    736ft",Rittenhouse Square Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-welcome-to-unit-2r-at-1708/6877396634.html
May 11,Super spacious apartment in one of the best locations - Bella Vista.,$1600,"
                    3br -
                    1100ft",Bella Vista Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-super-spacious-apartment/6877396741.html
May 11,Welcome to unit 2R at 1708 Pine Street in Rittenhouse Square,$1975,"
                    1br -
                    736ft",Rittenhouse Square Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-welcome-to-unit-2r-at-1708/6877350068.html
May 11,"1 Bed 1 Bath - Wading Pool, Eat In Kitchen",$1220,"
                    1br -
                    750ft",,https://philadelphia.craigslist.org/apa/d/norristown-1-bed-1-bath-wading-pool-eat/6880615888.html
May 11,"Blue Bell House for rent: 5 br, 3.5 baths",$2650,"
                    5br -
                ","Blue Bell, PA",https://philadelphia.craigslist.org/apa/d/blue-bell-house-for-rent-5-br-35-baths/6886415550.html
May 11,2 Bedroom single ~ Call for Details!,$895,"
                    2br -
                ",Chadds Ford,https://philadelphia.craigslist.org/apa/d/thornton-2-bedroom-single-call-for/6886382298.html
May 11,"2 Bed 1.5 Bath - Online Payments Available, Air Conditioning",$1210,"
                    2br -
                    948ft",Willow Grove,https://philadelphia.craigslist.org/apa/d/willow-grove-2-bed-15-bath-online/6870752362.html
May 11,Large renovated duplex apartment with new kitchen,$700,"
                    2br -
                ",Mayfair,https://philadelphia.craigslist.org/apa/d/philadelphia-large-renovated-duplex/6886381046.html
May 11,Large 3 bedroom Ranch for Rent,$1500,"
                    3br -
                ",Levittown,https://philadelphia.craigslist.org/apa/d/levittown-large-3-bedroom-ranch-for-rent/6886388045.html
May 11,LUXURY NON-SMOKING COMMUNITY OPEN HOUSE TODAY,$1980,"
                    2br -
                ",Yardley,https://philadelphia.craigslist.org/apa/d/langhorne-luxury-non-smoking-community/6886409693.html
May 11,"2 Bed 2 Bath - Pool and Sundeck, On-site maintenance",$1164,"
                    2br -
                    800ft",,https://philadelphia.craigslist.org/apa/d/marcus-hook-2-bed-2-bath-pool-and/6884843022.html
May 11,"$500 off move in, 2 Story Townhome, Salt Water Pool",$1655,"
                    2br -
                    1020ft",Near Downtown West Chester,https://philadelphia.craigslist.org/apa/d/west-chester-500-off-move-in-2-story/6878292457.html
May 11,Recently renovated apt near Temple University,$1750,N/A,1905 W Norris St,https://philadelphia.craigslist.org/apa/d/philadelphia-recently-renovated-apt/6879325378.html
May 11,"Temple Area, Recently Renovated, Spacious Duplex",$2250,"
                    5br -
                ",1905 W Norris St,https://philadelphia.craigslist.org/apa/d/philadelphia-temple-area-recently/6879314779.html
May 11,"LUX Rooftop Glass Penthouse, Pvt N+S Terraces",$3200,"
                    2br -
                    1375ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-lux-rooftop-glass/6868665952.html
May 11,Sunny Big Duplex,$700,"
                    2br -
                ",East Germantown,https://philadelphia.craigslist.org/apa/d/philadelphia-sunny-big-duplex/6886385650.html
May 11,GARDEN APRT. BRIGHT MODERN * * PARKING * Patio & BIG DECK! * ! !,$1465,"
                    2br -
                ",Manayunk,https://philadelphia.craigslist.org/apa/d/philadelphia-garden-aprt-bright-modern/6875495637.html
May 11,Open House Tour The Edge at Yardley Luxury Affordable Living,$1795,"
                    1br -
                ",Yardley,https://philadelphia.craigslist.org/apa/d/langhorne-open-house-tour-the-edge-at/6886406950.html
May 11,! * ! BRIGHT MODERN 2 bedroom * (PARKING) * Patio & Deck ! * ! (Manay,$1425,"
                    2br -
                ",MANAYUNK,https://philadelphia.craigslist.org/apa/d/philadelphia-bright-modern-2-bedroom/6870015099.html
May 11,Great location with lots of space. Newly finish floors wonderful firep,$750,"
                    3br -
                ","1555 W Main St, Norristown, PA 19403",https://philadelphia.craigslist.org/apa/d/norristown-great-location-with-lots-of/6886402577.html
May 11,Twin home with a garage,$700,"
                    1br -
                ",Oxford Circle,https://philadelphia.craigslist.org/apa/d/philadelphia-twin-home-with-garage/6886382926.html
May 11,Best location!  Best management! Best of Manayunk!!,$1485,"
                    1br -
                    571ft",Manayunk,https://philadelphia.craigslist.org/apa/d/philadelphia-best-location-best/6882997361.html
May 11,Best location!  Best management! Best of Manayunk!!,$1425,"
                    1br -
                    571ft",Manayunk,https://philadelphia.craigslist.org/apa/d/philadelphia-best-location-best/6882996103.html
May 11,Best location!  Best management! Best of Manayunk!!,$1485,"
                    1br -
                    571ft",Manayunk,https://philadelphia.craigslist.org/apa/d/philadelphia-best-location-best/6882997683.html
May 11,Best location!  Best management! Best of Manayunk!!,$1485,"
                    1br -
                    571ft",Manayunk,https://philadelphia.craigslist.org/apa/d/philadelphia-best-location-best/6882999229.html
May 11,Great location with lots of space. Newly finish floors wonderful firep,$750,"
                    3br -
                ","1555 W Main St, Norristown, PA 19403",https://philadelphia.craigslist.org/apa/d/norristown-great-location-with-lots-of/6886400166.html
May 11,"Courtyard, In-Unit Laundry, Eat-In Kitchens",$1640,"
                    1br -
                ",,https://philadelphia.craigslist.org/apa/d/bala-cynwyd-courtyard-in-unit-laundry/6884467453.html
May 11,Big 2+ bedroom Home on 400 Acres,$1400,"
                    2br -
                ",Chadds Ford,https://philadelphia.craigslist.org/apa/d/chadds-ford-big-2-bedroom-home-on-400/6886383032.html
