Posted,Title,Price,Deets,Address,URL
May 10,Specious 1BED-1BATH Unit Available Now!!,$2328,"
                    1br -
                    794ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-specious-1bed-1bath-unit/6879121926.html
May 10,Great 1bed property with updated apartments.,$2099,"
                    1br -
                    626ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1bed-property-with/6879095291.html
May 10,2 bedroom in South Philadelphia - 8th & Oregon vicinity,$1200,N/A,2614 S. Franklin,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-in-south/6879672632.html
May 10,1 Bedroom - 1 Bathroom Unit With Offer!!,$1700,"
                    1br -
                    660ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-1-bathroom-unit/6879086189.html
May 10,Studio Apartment in Center City,$850,N/A,1508 Lombard 2R,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-apartment-in-center/6878309191.html
May 10,Spacious Studio Unit Available Soon,$1895,"
                    644ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-studio-unit/6879092827.html
May 10,2BED-2BATH Unit ih Great luxury building!!,$3800,"
                    2br -
                    1543ft",University City,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-2bath-unit-ih-great/6875570996.html
May 10,Perfectly spacious for your guests!,$580,N/A,,https://philadelphia.craigslist.org/apa/d/chambersburg-perfectly-spacious-for/6878473964.html
May 10,1BED-1BATH Unit have On-site Parking with Additional Cost!!,$2050,"
                    1br -
                    685ft",University City,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1bath-unit-have-on/6875571686.html
May 10,1Bed-1Bath Unit with All utilities included in rent!!,$1675,"
                    1br -
                    600ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1bath-unit-with-all/6875580760.html
May 10,Amazing Junior 1bed-1bath unit in 16 story high rise building!!,$1456,"
                    1br -
                    494ft",University City,https://philadelphia.craigslist.org/apa/d/philadelphia-amazing-junior-1bed-1bath/6875573284.html
May 10,3 Bed-2 Bath Unit available in Broad Street Lofts!!,$2195,"
                    3br -
                ",North Central,https://philadelphia.craigslist.org/apa/d/philadelphia-3-bed-2-bath-unit/6875580086.html
May 10,1Bed-1Bath Unit Available Now,$2305,"
                    1br -
                    651ft",University City,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1bath-unit-available/6875572896.html
May 10,Great 1bed property with updated apartments.,$2021,"
                    1br -
                    663ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-great-1bed-property-with/6874608297.html
May 10,Spacious Studio Unit Available Soon,$2068,"
                    477ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-studio-unit/6874604024.html
May 10,2bed-1bath Unit!!,$2086,"
                    2br -
                    700ft",Rittenhouse Square,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-1bath-unit/6874622865.html
May 10,"2BED Unit readily available, Ask for video!!",$4133,"
                    2br -
                    982ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-unit-readily/6874619394.html
May 10,"1br unit include outdoor landscaped courtyard, indoor fireplace lounge",$1912,"
                    1br -
                    550ft",Philladelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-1br-unit-include-outdoor/6879279168.html
May 10,"1BED - 1BATH Unit Available Now, Check Details Below!!",$1595,"
                    1br -
                    1015ft",Old City,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1bath-unit-available/6879260578.html
May 10,1BED-1BATH Unit Available at at our high-rise Philadelphia apartments,$2464,"
                    1br -
                    767ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-1bath-unit-available/6879265781.html
May 10,One Bedroom - SPRING Leasing Event!!! Steps to SEPTA,$1548,"
                    1br -
                    752ft",Malvern,https://philadelphia.craigslist.org/apa/d/paoli-one-bedroom-spring-leasing-event/6881182494.html
May 10,"1br, available to be yours!!",$2330,"
                    1br -
                    812ft",Center City,https://philadelphia.craigslist.org/apa/d/philadelphia-1br-available-to-be-yours/6879269864.html
May 10,2BED - 2BATH Luxurious Homes Now Available at Alexander,$3297,"
                    2br -
                    1173ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-2bath-luxurious-homes/6879268523.html
May 10,Very Spacious 2BED-2BATH Apartments with High Ceilings,$3220,"
                    2br -
                    1429ft",Washington Sq,https://philadelphia.craigslist.org/apa/d/philadelphia-very-spacious-2bed-2bath/6879263605.html
May 10,1 Bed -Bath Unit  on the edge of Center City,$1504,"
                    1br -
                    764ft",Spring Garden,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bed-bath-unit-on-the/6879273900.html
May 10,2 Bed and 2 Bath unit available now!!,$3080,"
                    2br -
                    910ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bed-and-2-bath-unit/6879280602.html
May 10,Spacious 2 Bed- 2 Bath Townhouse Available Now!!,$2334,"
                    2br -
                    1160ft",Spring Garden,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-2-bed-2-bath/6879274624.html
May 10,"1BED Unit with SS Appliances, Oversized Factory Windows.",$1750,"
                    1br -
                    560ft",Old City,https://philadelphia.craigslist.org/apa/d/philadelphia-1bed-unit-with-ss/6879263834.html
May 10,2Bed-1 BathUnit!!,$2210,"
                    2br -
                    1160ft",Spring Garden,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-1-bathunit/6879275502.html
May 10,Amazing1Bed Unit Rooftop deck with lounge and a Dog park!,$2314,"
                    1br -
                    806ft",Washington Sq,https://philadelphia.craigslist.org/apa/d/philadelphia-amazing1bed-unit-rooftop/6879259161.html
May 10,Studio unit available now!!,$1679,"
                    431ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-unit-available-now/6879278047.html
May 10,"1 Bedroom Apartments, Professional On-Site Maintenance, Storage Units",$1885,"
                    2br -
                    1200ft",5 min. drive to Downtown West Chester,https://philadelphia.craigslist.org/apa/d/west-chester-1-bedroom-apartments/6880864709.html
May 10,"2BED-2BATH Unit with Dog Park, Bike Storage, Rooftop Terrace",$2776,"
                    2br -
                    828ft",Center City,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-2bath-unit-with-dog/6879258953.html
May 10,"Studio Unit in building that will have dog park, rooftop terrace!",$1971,"
                    442ft",Center City,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-unit-in-building/6879275762.html
May 10,"2BED-1.5 Bath Unit with SS Appliances, Oversized Factory Windows!!",$2350,"
                    2br -
                    1020ft",Old City,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-15-bath-unit-with-ss/6879275616.html
May 10,2BED-2BATH Unit ih Great luxury building.,$2090,"
                    2br -
                    1350ft",Old City,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-2bath-unit-ih-great/6879263423.html
May 10,"4BED-2.5BATH Unit at High Rise with Rooftop Deck, the Lavish Courtyard",$5922,"
                    4br -
                    2335ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-4bed-25bath-unit-at-high/6879269742.html
May 10,Amazing 1BED-1BATH Unit with Offer: 1 Month Free,$2105,"
                    1br -
                    550ft",Center City,https://philadelphia.craigslist.org/apa/d/philadelphia-amazing-1bed-1bath-unit/6879258849.html
May 10,Studio unit available in new building!!,$1837,"
                    605ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-unit-available-in/6879264887.html
May 10,2Bed-1Bath Unit with All utilities included in rent,$2295,"
                    2br -
                    900ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-1bath-unit-with-all/6879955696.html
May 10,3bed-2bath Pet Friendly unit with in unit Laundry!!,$5119,"
                    3br -
                    1272ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-3bed-2bath-pet-friendly/6883625213.html
May 10,"2BED Unit readily available, Ask for video!!",$3575,"
                    2br -
                    1008ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-2bed-unit-readily/6883623839.html
May 10,"2 Bedroom, 2.5 Bathroom with Den is Available Now!!",$3915,"
                    2br -
                    1795ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-25-bathroom-with/6883590377.html
May 10,Studio Unit with Amazing Utilities!!,$1600,"
                    450ft",Center City West,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-unit-with-amazing/6883580919.html
May 10,SPACIOUS ONE BEDROOM  - BOOK A TOUR TO VIEW OUR DELAWARE MODEL!,$1350,"
                    1br -
                    716ft",4000 PRESIDENTIAL BLVD,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-one-bedroom-book/6885973298.html
May 10,Newly Renovated Bi-level Apartment - 2352 N. Park Ave  - Students Ok!,$1800,"
                    4br -
                    1800ft",North Central Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-bi-level/6867673940.html
May 10,"On-Site Underground Parking Garage, Storage available, TV Lounge",$3464,"
                    2br -
                    1326ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-on-site-underground/6886002248.html
May 10,Updated Apartment for Rent - 303 E. 3rd Avenue - Available Now!,$900,"
                    2br -
                ",Runnemede,https://philadelphia.craigslist.org/apa/d/runnemede-updated-apartment-for-rent-rd/6879997103.html
May 10,Apt.1bedroom Gated Building Sunny Laundry Safe  Only 4 Apts. In build,$1350,"
                    1br -
                ",1112 Pine St. CenterCity Philly,https://philadelphia.craigslist.org/apa/d/philadelphia-apt1bedroom-gated-building/6876393196.html
May 10,Renovated Row Home for Rent Now - 707 S. Schell Street -,$1300,"
                    2br -
                ",Washington Square West/South Street,https://philadelphia.craigslist.org/apa/d/philadelphia-renovated-row-home-for/6869399905.html
May 10,1Bdr Available in Art Museum Area!,$1395,"
                    1br -
                    604ft",Art Museum,https://philadelphia.craigslist.org/apa/d/philadelphia-1bdr-available-in-art/6886001970.html
May 10,"Bi-level Condo for Rent Now - 1103 South Street, B - W/D",$1995,"
                    2br -
                ",South Street,https://philadelphia.craigslist.org/apa/d/philadelphia-bi-level-condo-for-rent/6869463299.html
May 10,"Updated Apartment for Rent - 300 Hill Avenue, 1-B - Available Now!",$900,"
                    2br -
                ",Runnemede,https://philadelphia.craigslist.org/apa/d/runnemede-updated-apartment-for-rent/6880423341.html
May 10,Spacious 3 Bd/1 Ba Inside and Out!,$1400,"
                    3br -
                    1882ft",Boothwyn,https://philadelphia.craigslist.org/apa/d/marcus-hook-spacious-3-bd-1-ba-inside/6875787614.html
May 10,"Five room Manayunk, all utilities paid",$800,N/A,Manayunk,https://philadelphia.craigslist.org/apa/d/philadelphia-five-room-manayunk-all/6885970730.html
May 10,Lovely 2 Bedroom Apartment… Waiting for You to Make It Home!,$1198,"
                    2br -
                    800ft",,https://philadelphia.craigslist.org/apa/d/marcus-hook-lovely-2-bedroom-apartment/6886000881.html
May 10,New House 3 Bedroom 2 bathroom available now.,$706,"
                    3br -
                    1979ft","Heartwood Rd,Levittown, PA",https://philadelphia.craigslist.org/apa/d/levittown-new-house-3-bedroom-2/6885889814.html
May 10,"1 Bed 1 Bath - On-site maintenance, Picnic and Grilling Area",$1051,"
                    1br -
                    650ft",,https://philadelphia.craigslist.org/apa/d/marcus-hook-1-bed-1-bath-on-site/6885999892.html
May 10,"Now with Laundry! Modern 1BR w/ H/W Flrs, Stainless Kitch, C/A, Yard",$1395,"
                    1br -
                ",2213 St. Albans Street #1,https://philadelphia.craigslist.org/apa/d/philadelphia-now-with-laundry-modern/6885999542.html
May 10,"Chestnut Hill area Three bedroom, three bathroom",$900,"
                    3br -
                ",Chestnut Hill,https://philadelphia.craigslist.org/apa/d/philadelphia-chestnut-hill-area-three/6885923742.html
May 10,luxury new construction with roofdeck,$1700,"
                    2br -
                ",temple university,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-new-construction/6884323712.html
May 10,POP Into Ridley Brook's OPEN HOUSE Tomorrow!,$1235,"
                    880ft",Folsom,https://philadelphia.craigslist.org/apa/d/folsom-pop-into-ridley-brooks-open/6885998669.html
May 10,EDGEWOOD APARTMENTS! MOVE IN SPECIALS ON RENOVATED,$895,"
                    2br -
                ",Temple/North Philly),https://philadelphia.craigslist.org/apa/d/philadelphia-edgewood-apartments-move/6878933850.html
May 10,"Storage on Each Floor, Jogging Trail, Spacious Floorplans",$1465,"
                    1br -
                    748ft",Doylestown,https://philadelphia.craigslist.org/apa/d/doylestown-storage-on-each-floor/6882788512.html
May 10,Charming Sparkling Clean Quiet Studio Eco Hardwood Floors Utilit Incl,$1320,"
                    463ft",Rittenhouse Square-Riverwest,https://philadelphia.craigslist.org/apa/d/charming-sparkling-clean-quiet-studio/6885997512.html
May 10,"On-Site Maintenance, Spacious Floorplans, Walk-In Closet",$1955,"
                    2br -
                ",Pet Friendly! 2 Dog Parks!,https://philadelphia.craigslist.org/apa/d/westtown-on-site-maintenance-spacious/6873744922.html
May 10,"Excellent 1BR Apt on 2nd Fl w/HW Floors, Fresh Paint, Storage!",$900,"
                    1br -
                ",Ardmore,https://philadelphia.craigslist.org/apa/d/ardmore-excellent-1br-apt-on-2nd-fl-hw/6882690536.html
May 10,"Leasing Now, Outdoor Grill, Clubhouse",$2047,"
                    2br -
                    1256ft","Lansdale, PA",https://philadelphia.craigslist.org/apa/d/lansdale-leasing-now-outdoor-grill/6885995891.html
May 10,Enclaves Apartment,$1820,"
                    2br -
                    950ft",,https://philadelphia.craigslist.org/apa/d/philadelphia-enclaves-apartment/6885995620.html
May 10,Great 3BR Home for Lease w/HW Floors & Updated Kitchen!,$1550,"
                    2br -
                    896ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-great-3br-home-for-lease/6885995389.html
May 10,EDGEWOOD APARTMENTS! MOVE IN SPECIALS ON RENOVATED,$895,"
                    1br -
                ",Temple/North Philly),https://philadelphia.craigslist.org/apa/d/philadelphia-edgewood-apartments-move/6884132669.html
May 10,"Spacious 2BR Apt for Lease w/Galley Kitchen, Updated Bath, Storage!",$1400,"
                    2br -
                    1000ft","Strafford, PA",https://philadelphia.craigslist.org/apa/d/wayne-spacious-2br-apt-for-lease-galley/6885995021.html
May 10,"Updated 2BR Apt for Rent w/New Kitchen, Spacious Living Area, Deck!",$2200,"
                    2br -
                ","Ardmore, PA",https://philadelphia.craigslist.org/apa/d/ardmore-updated-2br-apt-for-rent-new/6882690009.html
May 10,"Beautiful Townhouse for Rent w/HW Floors, Office, Garage! Near Trains!",$2600,"
                    3br -
                    1900ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-townhouse-for/6882688763.html
May 10,LINCOLN GREEN APARTMENTS WELCOMES YOU! EXCELLENT LOCATION!!,$1250,"
                    1br -
                    643ft",4000 PRESIDENTIAL BLVD,https://philadelphia.craigslist.org/apa/d/philadelphia-lincoln-green-apartments/6885994861.html
May 10,"Lovely, Open 2BR Condo for Lease w/Granite, HW Floors, Terrace!",$1600,"
                    2br -
                    966ft","Narberth, PA",https://philadelphia.craigslist.org/apa/d/narberth-lovely-open-2br-condo-for/6885994716.html
May 10,Central Air!!Back Yard!!Adorable 3 Bedroom with Great Sunlight!!,$489,"
                    1120ft",,https://philadelphia.craigslist.org/apa/d/philadelphia-central-airback/6885876423.html
May 10,"2 Bed 1 Bath - Online Maintenance Portal, Package Receiving",$1245,"
                    2br -
                    877ft",,https://philadelphia.craigslist.org/apa/d/bensalem-2-bed-1-bath-online/6881327357.html
May 10,Time for a Fresh Start /MicroSuite,$1210,"
                    252ft",,https://philadelphia.craigslist.org/apa/d/haverford-time-for-fresh-start/6885993487.html
May 10,"Two Bedroom/Two Bath w/ Private Terrace, Washer/Dryer, & More!",$2625,"
                    2br -
                    1130ft",,https://philadelphia.craigslist.org/apa/d/ardmore-two-bedroom-two-bath-private/6885993402.html
May 10,1br - ALLEGHENY APARTMENTS! MOVE IN SPECIALS ON RENOVATED,$750,"
                    1br -
                ",Temple/North Philly),https://philadelphia.craigslist.org/apa/d/philadelphia-1br-allegheny-apartments/6885993148.html
May 10,Doylestown Two story air conditioning,$1250,"
                    3br -
                ",Doylestown,https://philadelphia.craigslist.org/apa/d/bedminster-doylestown-two-story-air/6884351998.html
May 10,A Distinctive 1 Bedroom (Furnished) Apartment !,$4380,"
                    1br -
                    632ft",3737 Chestnut Street Philadelphia PA,https://philadelphia.craigslist.org/apa/d/philadelphia-distinctive-1-bedroom/6885992840.html
May 10,"SOUTH PHILA. 1 BEDROOM , 1ST FL. APARTMENT W/ CENTRAL AIR",$1000,"
                    1br -
                ",2XX W. Ritner St,https://philadelphia.craigslist.org/apa/d/philadelphia-south-phila-1-bedroom-1st/6880810874.html
May 10,SOUTH PHILA. 1 BEDROOM 2ND FL. APT W/CA AND EXT. SPACE,$1200,N/A,2XX W. Ritner St,https://philadelphia.craigslist.org/apa/d/camden-south-phila-1-bedroom-2nd-fl-apt/6880817022.html
May 10,PASSYUNK SQUARE- HUGE 2 BR apartment with appliances.,$1650,"
                    2br -
                ",11XX S 11th St,https://philadelphia.craigslist.org/apa/d/philadelphia-passyunk-square-huge-2-br/6864693561.html
May 10,1BDR Available in Art Museum Area!,$1395,"
                    1br -
                    605ft",Art Museum,https://philadelphia.craigslist.org/apa/d/philadelphia-1bdr-available-in-art/6885991322.html
May 10,"Cable Ready, On-Site Maintenance, Courtyard",$1320,"
                    1br -
                ",,https://philadelphia.craigslist.org/apa/d/westtown-cable-ready-on-site/6885991284.html
May 10,WELCOME HOME TO LINCOLN GREEN APARTMENTS,$1750,"
                    2br -
                    960ft",4000 PRESIDENTIAL BLVD,https://philadelphia.craigslist.org/apa/d/philadelphia-welcome-home-to-lincoln/6885971653.html
May 10,"Offers easy access to unique dining, shopping, and entertainment venue",$2150,"
                    2br -
                    600ft",Center City Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-offers-easy-access-to/6866844430.html
May 10,"4008 Baring #1 - Excellent 3 bed 2 bath apt. C/A, W/D, patio & MORE!!!",$1850,"
                    3br -
                ",4008 Baring St>UPenn>Drexel>West Powelton>Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-4008-baring-1-excellent-3/6885990460.html
May 10,Beautiful 2 Bedroom in University City Available for Move-In ASAP,$3080,"
                    2br -
                    958ft",,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-2-bedroom-in/6878235005.html
May 10,"☆ West Chester Apartment Living, 24-hour Fitness Center, Car Wash Area",$1920,"
                    2br -
                    1271ft",,https://philadelphia.craigslist.org/apa/d/west-chester-west-chester-apartment/6884410784.html
May 10,WELCOME HOME TO LINCOLN GREEN APARTMENTS,$1150,"
                    1br -
                    588ft",4000 PRESIDENTIAL BLVD,https://philadelphia.craigslist.org/apa/d/philadelphia-welcome-home-to-lincoln/6885978281.html
May 10,"Two bed, one bath with stunning Center City views available now!",$2500,"
                    2br -
                ",,https://philadelphia.craigslist.org/apa/d/philadelphia-two-bed-one-bath-with/6885989656.html
May 10,"Dog Park, Tennis Court, Jogging Trail",$1670,"
                    2br -
                    968ft",Doylestown,https://philadelphia.craigslist.org/apa/d/doylestown-dog-park-tennis-court/6885989572.html
May 10,spacious 2 bedroom/2bath with Washer/Dryer in unit & Balcony!,$1750,"
                    2br -
                    960ft",4000 PRESIDENTIAL BLVD,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-2-bedroom-2bath/6885972527.html
May 10,Beautiful 2 Bed 1 Bath Available For Immediate Move In! Call Now!,$1488,"
                    2br -
                    945ft",,https://philadelphia.craigslist.org/apa/d/west-chester-beautiful-2-bed-1-bath/6885976190.html
May 10,"Walk-In Closet, Dog Park, Fitness Center",$1885,"
                    3br -
                    1175ft",Only 3 miles from Downtown West Chester,https://philadelphia.craigslist.org/apa/d/westtown-walk-in-closet-dog-park/6867656340.html
May 10,Your Own Space in Germantown!!,$895,"
                    1br -
                ",,https://philadelphia.craigslist.org/apa/d/philadelphia-your-own-space-in/6885987924.html
May 10,"328 Queen St, Unit 6- Beautiful Condo in Heart of Queen Village!",$1295,"
                    1br -
                ",Queen Village,https://philadelphia.craigslist.org/apa/d/philadelphia-328-queen-st-unit-6/6885987746.html
May 10,"Cats and Dogs Ok, Perfect Location, Visit Your New Home",$1750,"
                    3br -
                    1090ft",Conshohocken,https://philadelphia.craigslist.org/apa/d/conshohocken-cats-and-dogs-ok-perfect/6885987640.html
May 10,"1 Bed 1 Bath - Controlled building access, Resident Lounge",$1433,"
                    1br -
                    600ft",West Chester,https://philadelphia.craigslist.org/apa/d/west-chester-1-bed-1-bath-controlled/6882619116.html
May 10,Nice 1BR Apartment near Front & Lehigh! GORGEOUS!,$625,"
                    1br -
                ",,https://philadelphia.craigslist.org/apa/d/philadelphia-nice-1br-apartment-near/6885987632.html
May 10,2 bedroom apartment with large living space and bright interiors!,$2150,"
                    5br -
                    1800ft",,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-apartment-with/6885965164.html
May 10,great deal on an apartment off of cecil B moore ave,$1600,"
                    4br -
                ",temple univ,https://philadelphia.craigslist.org/apa/d/philadelphia-great-deal-on-an-apartment/6884328907.html
May 10,"FAIRMOUNT STUDIO! C/A, W/D in unit & MORE!!! 2125 Wallace St",$925,N/A,2125 Wallace>Art Museum>Fairmount>Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-fairmount-studio-a-d-in/6885984718.html
May 10,Newly renovated 1 Bedroom with POOL & AC,$1150,"
                    1br -
                    800ft",Dupont Towers,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-1-bedroom/6879994485.html
May 10,"2 Bed 1 Bath - Package Receiving, Online Maintenance Portal",$1347,"
                    2br -
                    848ft",,https://philadelphia.craigslist.org/apa/d/bensalem-2-bed-1-bath-package-receiving/6885984206.html
May 10,"Welcome Home To Vista! Don't Delay, Call Today!",$2750,"
                    3br -
                    1400ft",Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-welcome-home-to-vista-dont/6885984089.html
May 10,1br - ALLEGHENY APARTMENTS! MOVE IN SPECIALS ON RENOVATED,$750,"
                    1br -
                ",Temple/North Philly),https://philadelphia.craigslist.org/apa/d/philadelphia-1br-allegheny-apartments/6885984073.html
May 10,"Package receiving services, 24-hour maintenance, High, lofty ceilings",$1725,"
                    702ft","Philadelphia, PA",https://philadelphia.craigslist.org/apa/d/philadelphia-package-receiving-services/6885983616.html
May 10,1 Bedroom Apartment Near Temple University,$850,"
                    1br -
                ",17** Montgomery,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-apartment-near/6885983550.html
May 10,"1 Bed 1 Bath - Spacious Layouts, Walk-In Closet",$993,"
                    1br -
                    760ft",Willow Grove,https://philadelphia.craigslist.org/apa/d/elkins-park-1-bed-1-bath-spacious/6884391290.html
May 10,Three Bedroom Two bathroom New House available now,$706,N/A,,https://philadelphia.craigslist.org/apa/d/levittown-three-bedroom-two-bathroom/6885892903.html
May 10,Fantastic rental near the art museum. Newer kitchen and bathrooms,$2295,"
                    3br -
                    1280ft",Fairmount Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-fantastic-rental-near-the/6864390205.html
May 10,"2 Bedroom Apt w. yard, utils included",$1400,"
                    2br -
                    800ft",Old Kensington,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-apt-yard-utils/6866315952.html
May 10,Spacious 3BR house in West Kensington,$1000,"
                    3br -
                    1300ft",,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-3br-house-in-west/6866315646.html
May 10,"Apt with backyard, heating inc. and great location",$1250,"
                    1br -
                    900ft",E. York St,https://philadelphia.craigslist.org/apa/d/philadelphia-apt-with-backyard-heating/6871611841.html
May 10,A Fabulous 1 Bedroom (Unfurnished) Apartment !,$2175,"
                    1br -
                    632ft",3737 Chestnut Street Philadelphia PA,https://philadelphia.craigslist.org/apa/d/philadelphia-fabulous-1-bedroom/6885980576.html
May 10,4 Bedroom Phoenixville Twin-3 car garage,$2200,"
                    4br -
                    2200ft",Washington Ave.,https://philadelphia.craigslist.org/apa/d/4-bedroom-phoenixville-twin-3-car-garage/6885981775.html
May 10,SPACIOUS ONE BEDROOM  - BOOK A TOUR TO VIEW OUR EAGLE MODEL!,$1450,"
                    1br -
                    720ft",4000 PRESIDENTIAL BLVD,https://philadelphia.craigslist.org/apa/d/philadelphia-spacious-one-bedroom-book/6885974855.html
May 10,"1 Bed 1 Bath - 24hr. Emergency maintenance, Online Maintenance Portal",$1320,"
                    1br -
                    814ft",,https://philadelphia.craigslist.org/apa/d/bensalem-1-bed-1-bath-24hr-emergency/6885980981.html
May 10,Beautiful & Spacious 1 Bed 1 Bath With Washer/Dryer In Home!!,$1437,"
                    1br -
                    725ft",,https://philadelphia.craigslist.org/apa/d/west-chester-beautiful-spacious-1-bed-1/6885974627.html
May 10,"DREXEL SUMMER LISTING! 3 bed 1 bath, W/D, C/A & MORE!!!",$1600,"
                    3br -
                ",619 N 34th St>DrexelU>UPenn>Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-drexel-summer-listing-3/6885979330.html
May 10,"This unique, four-level live/workspace in Old City gives you access to",$2600,"
                    3br -
                    2586ft",Old City Philadelphia,https://philadelphia.craigslist.org/apa/d/philadelphia-this-unique-four-level/6866803825.html
May 10,Fishtown / S Kensington studio -- close to everything!,$875,"
                    1br -
                ",Fishtown / S. Kensington,https://philadelphia.craigslist.org/apa/d/philadelphia-fishtown-kensington-studio/6874333659.html
May 10,Large Queen Village Two bedroom,$695,N/A,Queen Village,https://philadelphia.craigslist.org/apa/d/philadelphia-large-queen-village-two/6885954531.html
May 10,3 Bed 2 Bath Twin With 2/3 Car Off Street Parking - Walk Everywhere!,$2400,"
                    3br -
                    1900ft",Fairmount/Francisville,https://philadelphia.craigslist.org/apa/d/philadelphia-3-bed-2-bath-twin-with-2-3/6882472781.html
May 10,LIVE IN A GATED COMMUNITY FULL OF RESIDENT AMENITIES! 1BDS AND 2BDS!,$1225,"
                    1br -
                    630ft",4000 PRESIDENTIAL BLVD,https://philadelphia.craigslist.org/apa/d/philadelphia-live-in-gated-community/6885971073.html
May 10,"2 bedroom - Walk in closet, full size washer & dryer, and more!",$1780,"
                    2br -
                    982ft",West Chester,https://philadelphia.craigslist.org/apa/d/westtown-2-bedroom-walk-in-closet-full/6885890909.html
May 10,"2 bedroom - 24 hour fitness center, Game room, Full size washer /dryer",$1894,"
                    2br -
                    1175ft",Brandywine Valley,https://philadelphia.craigslist.org/apa/d/glen-mills-2-bedroom-24-hour-fitness/6884393695.html
May 10,"1 Bed, 1 Bath apt with FREE HEAT & WATER, AVAILABLE 7/1!! 4520 Spruce",$899,"
                    1br -
                ",4520 Spruce St>UNIVERSITY CITY>SPRUCE HILL,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bed-1-bath-apt-with-free/6885974416.html
May 10,Magnificent Three Story Home! Credit Issues Ok!,$1200,"
                    3br -
                ",Roxborough,https://philadelphia.craigslist.org/apa/d/philadelphia-magnificent-three-story/6884237053.html
May 10,"Five room Center City, fenced in yard",$800,"
                    5br -
                ",Center City,https://philadelphia.craigslist.org/apa/d/philadelphia-five-room-center-city/6884352261.html
May 10,"Castor Gardens, Three bedroom, two story home",$850,"
                    3br -
                ",Castor Gardens,https://philadelphia.craigslist.org/apa/d/philadelphia-castor-gardens-three/6884339107.html
May 10,"Six room Academy Gardens, parking",$825,"
                    6br -
                ",Academy Gardens,https://philadelphia.craigslist.org/apa/d/philadelphia-six-room-academy-gardens/6884345428.html
May 10,"Are you looking for an apartment to rent, then give us a call.",$1039,"
                    1br -
                    730ft",,https://philadelphia.craigslist.org/apa/d/trenton-are-you-looking-for-an/6885973654.html
